,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
1712398,I-200-20288-877851,Certified,2020-10-30,Computer Systems Engineers/Architects,Atos Syntel Inc,Orlando,California,76336.0,Florida,22244823.0
1712399,I-200-20288-877916,Certified,2020-12-01,Management Analysts,"Facebook, Inc.",Menlo Park,California,195021.0,California,39029342.0
1712400,I-200-20288-878265,Certified,2020-10-22,Computer Systems Engineers/Architects,"Technodrive Business Solutions, Inc",Maryland Heights,California,96429.0,Missouri,6177957.0
1712401,I-200-20288-878560,Certified,2020-11-03,Business Intelligence Analysts,"V-Soft Consulting Group, Inc",Reno,California,89294.0,Nevada,3177772.0
1712402,I-200-20288-878524,Certified,2020-12-01,Business Intelligence Analysts,Tanisha Systems Inc,Chesterfield,California,96429.0,Missouri,6177957.0
1712403,I-200-20288-878305,Certified,2020-12-16,"Software Developers, Applications",V3tech Solutions Inc,Piscataway,California,116251.0,New Jersey,9261699.0
1712404,I-200-20288-878483,Certified,2020-10-27,"Medical Scientists, Except Epidemiologists",Ut Southwestern Medical Center,Dallas,California,57054.0,Texas,30029572.0
1712405,I-200-20288-878144,Certified,2020-10-30,Biochemists And Biophysicists,Brandeis University,Waltham,California,55702.0,Massachusetts,6981974.0
1712406,I-200-20288-878335,Certified,2020-11-03,Materials Scientists,The Pennsylvania State University,University Park,California,58302.0,Pennsylvania,12972008.0
1712407,I-200-20288-877855,Certified,2020-12-01,"Software Developers, Systems Software","Keep Truckin, Inc.",San Francisco,California,208000.0,California,39029342.0
1712408,I-200-20289-878706,Certified,2020-12-10,Software Quality Assurance Engineers And Testers,Microchip Technology Inc.,Chandler,California,73944.0,Arizona,7359197.0
1712409,I-200-20290-879820,Certified,2020-11-17,Information Technology Project Managers,Globallogic Inc.,Allen,California,136302.0,Texas,30029572.0
1712410,I-200-20289-878892,Certified,2020-10-30,Computer Systems Engineers/Architects,Atos Syntel Inc,Portland,California,99050.0,Oregon,4240137.0
1712411,I-200-20289-879520,Certified,2020-12-01,"Software Developers, Applications",Computek Solutions Inc.,Atlanta,California,94682.0,Georgia,10912876.0
1712412,I-200-20289-879141,Certified,2020-12-22,"Software Developers, Applications",Bi Labs Inc,Columbus,California,112694.0,Ohio,11756058.0
1712413,I-200-20289-879486,Certified,2020-11-03,Chemists,"Ut-Battelle, Llc (Oak Ridge National Laboratory)",Oak Ridge,California,82846.0,Tennessee,7051339.0
1712414,I-200-20289-879010,Certified,2020-12-18,Computer Network Architects,Teleworld Solutions Inc.,Royersford,California,116147.0,Pennsylvania,12972008.0
1712415,I-200-20290-880263,Certified,2020-10-28,Energy Engineers,L&T Technology Services Limited,Indianapolis,California,93579.0,Indiana,6833037.0
1712416,I-200-20290-880485,Certified,2020-11-06,"Software Developers, Applications","Compunnel Software Group, Inc",Merrimack,California,109741.0,New Hampshire,1395231.0
1712417,I-200-20290-880462,Certified,2020-12-01,Computer Systems Engineers/Architects,Tanisha Systems Inc,Eagan,California,103522.0,Minnesota,5717184.0
1712418,I-200-20290-880024,Certified,2020-10-30,Software Quality Assurance Engineers And Testers,Atos Syntel Inc,Louisville,California,93142.0,Kentucky,4512310.0
1712419,I-200-20290-880368,Certified,2020-12-01,Software Quality Assurance Engineers And Testers,Tanisha Systems Inc,Bellevue,California,116813.0,Washington,7785786.0
1712420,I-200-20290-880148,Certified,2020-11-23,Operations Research Analysts,University Of Rio Grande,Rio Grande,California,46155.0,Ohio,11756058.0
1712421,I-200-20290-880514,Certified,2020-12-02,"Software Developers, Applications","Early Warning Services, Llc",Scottsdale,California,116958.0,Arizona,7359197.0
1712422,I-200-20290-880655,Certified,2020-12-11,Mechanical Engineers,Cummins Inc.,Columbus,California,66785.0,Indiana,6833037.0
1712423,I-200-20290-880641,Certified,2020-12-11,Mechanical Engineers,Cummins Emission Solutions Inc.,Columbus,California,111238.0,Indiana,6833037.0
1712424,I-200-20290-880633,Certified,2020-12-11,"Software Developers, Applications",Cummins Inc.,Columbus,California,106122.0,Indiana,6833037.0
1712425,I-200-20291-881123,Certified,2020-10-28,"Software Developers, Applications",Bill.com,Palo Alto,California,208000.0,California,39029342.0
1712426,I-200-20293-881509,Certified,2020-10-26,"Software Developers, Applications",S2ssoft Llc,Dublin,California,95014.0,California,39029342.0
1712427,I-200-20293-882253,Certified,2020-10-28,Financial Analysts,"Narwhal Capital Management, Llc",Marietta,California,59672.0,Georgia,10912876.0
1712428,I-200-20293-881586,Certified,2020-11-06,"Health Specialties Teachers, Postsecondary",University Of Texas Health Science Center At San Antonio,San Antonio,California,102350.0,Texas,30029572.0
1712429,I-200-20294-882542,Certified,2020-11-18,Marketing Managers,"Liveramp, Inc.",San Francisco,California,140166.0,California,39029342.0
1712430,I-200-20293-882217,Certified,2020-12-02,"Software Developers, Applications","Early Warning Services, Llc",Scottsdale,California,116958.0,Arizona,7359197.0
1712431,I-200-20293-882100,Certified,2020-12-10,"Dentists, General",Catahoula Parish Hospital District No. 2,Sicily Island,California,94266.0,Louisiana,4590241.0
1712432,I-200-20293-882077,Certified,2020-12-10,"Dentists, General",Catahoula Pariah Hospital District No. 2,Sicily Island,California,94266.0,Louisiana,4590241.0
1712433,I-200-20294-883159,Certified,2020-11-17,Information Technology Project Managers,Globallogic Inc.,Westlake Village,California,132891.0,California,39029342.0
1712434,I-200-20294-883111,Certified,2020-11-17,Information Technology Project Managers,Globallogic Inc.,Westlake Village,California,132891.0,California,39029342.0
1712435,I-200-20294-883283,Certified,2020-12-02,Information Technology Project Managers,Virtusa Corporation,Bloomfield,California,127400.0,Connecticut,3626205.0
1712436,I-200-20294-883326,Certified,2020-10-28,"Software Developers, Applications",Global Data Mart Inc.,Mesa,California,116958.0,Arizona,7359197.0
1712437,I-200-20294-883511,Certified,2020-10-29,"Software Developers, Applications",Tanisha Systems Inc,Cedar Park,California,120037.0,Texas,30029572.0
1712438,I-200-20294-882878,Certified,2020-10-30,Information Technology Project Managers,Atos Syntel Inc,Louisville,California,93142.0,Kentucky,4512310.0
1712439,I-200-20294-883279,Certified,2020-11-03,"Software Developers, Applications",Webject Systems Inc,Ellicott City,California,143603.0,Maryland,6164660.0
1712440,I-200-20294-883452,Certified,2020-12-21,Computer Network Support Specialists,Edisquare Inc,Jersey City,California,100006.0,New Jersey,9261699.0
1712441,I-200-20294-883445,Certified,2020-10-27,Microbiologists,Texas A&M University,College Station,California,46384.0,Texas,30029572.0
1712442,I-200-20294-883505,Certified,2020-10-27,Biochemists And Biophysicists,"Ut-Battelle, Llc (Oak Ridge National Laboratory)",Oak Ridge,California,57366.0,Tennessee,7051339.0
1712443,I-200-20295-883805,Certified,2020-10-27,"Software Developers, Applications",Nortonlifelock Inc.,Tempe,California,102728.0,Arizona,7359197.0
1712444,I-200-20294-883172,Certified,2020-11-02,Software Quality Assurance Engineers And Testers,Ascensus,Newton,California,106600.0,Massachusetts,6981974.0
1712445,I-200-20294-883467,Certified,2020-11-04,"Software Developers, Applications","E Techologies Group, Llc",West Chester,California,150550.0,Ohio,11756058.0
1712446,I-200-20294-883633,Certified,2020-11-10,Database Administrators,"Aligned Automation, Llc",Austin,California,118768.0,Texas,30029572.0
1712447,I-200-20294-882712,Certified,2020-11-13,Financial Analysts,Staircase Inc.,Philadelphia,California,74069.0,Pennsylvania,12972008.0
1712448,I-200-20295-883810,Certified,2020-11-20,"Software Developers, Applications","Randstad Technologies, Llc",Concord,California,120224.0,North Carolina,10698973.0
1712449,I-200-20294-883597,Certified,2020-12-01,"Software Developers, Systems Software","T-Mobile Usa, Inc.",Bellevue,California,133785.0,Washington,7785786.0
1712450,I-200-20295-883866,Certified,2020-10-30,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Durham,California,108202.0,North Carolina,10698973.0
1712451,I-200-20295-883865,Certified,2020-10-30,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Cary,California,113589.0,North Carolina,10698973.0
1712452,I-200-20295-884770,Certified,2020-12-01,Computer Systems Engineers/Architects,Tanisha Systems Inc,Iselin,California,112632.0,New Jersey,9261699.0
1712453,I-200-20295-884616,Certified,2020-12-04,"Software Developers, Applications","Advanced Knowledge Tech, Llc",Plano,California,127213.0,Texas,30029572.0
1712454,I-200-20295-884399,Certified,2020-10-28,Civil Engineers,Triangle Engineering Llc,Dallas,California,45000.0,Texas,30029572.0
1712455,I-200-20295-884676,Certified,2020-10-28,"Software Developers, Applications",Kiewit Corporation,Scottsdale,California,141253.0,Arizona,7359197.0
1712456,I-200-20295-884740,Certified,2020-11-02,"Software Developers, Applications",Arrow Electronics Inc.,Centennial,California,118260.0,Colorado,5839926.0
1712457,I-200-20295-884587,Certified,2020-11-09,"Software Developers, Applications","Farmers Group, Inc.",Woodland Hills,California,116418.0,California,39029342.0
1712458,I-200-20295-884448,Certified,2020-11-18,"Software Developers, Systems Software","Dropbox, Inc.",Mclean,California,143125.0,Virginia,8683619.0
1712459,I-200-20296-884954,Certified,2020-11-20,Information Technology Project Managers,"Randstad Technologies, Llc",Austin,California,102066.0,Texas,30029572.0
1712460,I-200-20295-884287,Certified,2020-12-09,"Software Developers, Systems Software",Microchip Technology Inc.,Chandler,California,70000.0,Arizona,7359197.0
1712461,I-200-20295-883937,Certified,2020-12-10,Computer Systems Engineers/Architects,Home Point Financial Corporation,Dayton,California,112632.0,New Jersey,9261699.0
1712462,I-200-20295-883914,Certified,2020-12-11,Mathematicians,E. & J. Gallo Winery,Modesto,California,94182.0,California,39029342.0
1712463,I-200-20295-883915,Certified,2020-12-11,Mathematicians,E. & J. Gallo Winery,Modesto,California,94182.0,California,39029342.0
1712464,I-200-20296-885915,Certified,2020-11-04,"Software Developers, Applications",Greenbyte Technologies,Chattanooga,California,111259.0,Tennessee,7051339.0
1712465,I-200-20296-885191,Certified,2020-10-30,Information Technology Project Managers,Atos Syntel Inc,Madison,California,93954.0,Wisconsin,5892539.0
1712466,I-200-20296-885177,Certified,2020-10-30,Computer Systems Engineers/Architects,Atos Syntel Inc,Collierville,California,85946.0,Tennessee,7051339.0
1712467,I-200-20296-885497,Certified,2020-12-03,Computer Systems Engineers/Architects,"Technodrive Business Solutions, Inc",Maryland Heights,California,96429.0,Missouri,6177957.0
1712468,I-200-20296-886008,Certified,2020-12-14,"Computer Occupations, All Other","Bizintex, Inc",Newbury Park,California,112632.0,California,39029342.0
1712469,I-200-20296-886180,Certified,2020-10-29,Industrial Engineers,Synmeta Llc,Buena Vista,California,91728.0,New Jersey,9261699.0
1712470,I-200-20296-885762,Certified,2020-10-29,Network And Computer Systems Administrators,Mitecs Inc.,Bismarck,California,93683.0,North Dakota,779261.0
1712471,I-200-20296-886170,Certified,2020-10-29,Industrial Engineers,Synmeta Llc,Baltimore,California,92456.0,Maryland,6164660.0
1712472,I-200-20296-885689,Certified,2020-11-05,Biological Technicians,University Of Pittsburgh,Pittsburgh,California,46322.0,Pennsylvania,12972008.0
1712473,I-200-20296-885388,Certified,2020-11-06,Operations Research Analysts,Henry Ford Health System,Troy,California,90709.0,Michigan,10034113.0
1712474,I-200-20296-885292,Certified,2020-11-09,"Software Developers, Systems Software","Spreetail, Llc",Omaha,California,108285.0,Nebraska,1967923.0
1712475,I-200-20296-885215,Certified,2020-11-24,"Software Developers, Applications","Data Experts, Llc",Cincinnati,California,150550.0,Ohio,11756058.0
1712476,I-200-20296-885763,Certified,2020-12-04,"Engineering Teachers, Postsecondary",Purdue University,West Lafayette,California,94120.0,Indiana,6833037.0
1712477,I-200-20296-885687,Certified,2020-12-18,"Software Developers, Applications",Dvx Ventures Llc,San Francisco,California,208000.0,California,39029342.0
1712478,I-200-20297-886297,Certified,2020-11-02,"Software Developers, Applications",Ansatz Holdings,Wellington,California,174720.0,Florida,22244823.0
1712479,I-200-20297-886854,Certified,2020-11-03,Bioinformatics Scientists,"Ut-Battelle, Llc (Oak Ridge National Laboratory)",Oak Ridge,California,105248.0,Tennessee,7051339.0
1712480,I-200-20297-887143,Certified,2020-12-01,"Electronics Engineers, Except Computer","Micron Technology, Inc.",San Jose,California,129559.0,California,39029342.0
1712481,I-200-20297-886740,Certified,2020-12-02,"Software Developers, Systems Software","The Realreal, Inc.",San Francisco,California,152000.0,California,39029342.0
1712482,I-200-20297-886658,Certified,2020-12-14,Business Intelligence Analysts,"General Motors Financial Company, Inc.",Fort Worth,California,92622.0,Texas,30029572.0
1712483,I-200-20299-887876,Certified,2020-12-15,"Software Developers, Systems Software","Memsql, Inc.",Englewood,California,179546.0,Colorado,5839926.0
1712484,I-200-20300-888338,Certified,2020-11-09,"Software Developers, Applications",Analytics9 Solutions Inc.,Chandler,California,92685.0,Arizona,7359197.0
1712485,I-200-20300-888051,Certified,2020-12-02,Computer And Information Systems Managers,"Facebook, Inc.",Seattle,California,158632.0,Washington,7785786.0
1712486,I-200-20300-888715,Certified,2020-11-09,"Software Developers, Applications",Adt Llc,Blue Bell,California,141190.0,Pennsylvania,12972008.0
1712487,I-200-20300-888103,Certified,2020-11-10,"Software Developers, Applications","T-Mobile Usa, Inc.",Overland Park,California,97850.0,Kansas,2937150.0
1712488,I-200-20300-888726,Certified,2020-11-17,"Mechanical Engineers, R&D",The University Of Texas At Dallas,Richardson,California,40310.0,Texas,30029572.0
1712489,I-200-20300-888697,Certified,2020-11-30,Biochemists And Biophysicists,"University Of California, San Francisco",San Francisco,California,64008.0,California,39029342.0
1712490,I-200-20300-888766,Certified,2020-12-07,Industrial Safety And Health Engineers,"Genentech, Inc.",Hillsboro,California,98238.0,Oregon,4240137.0
1712491,I-200-20301-889609,Certified,2020-12-21,"Software Developers, Systems Software","Webilent Technology, Inc.",South Windsor,California,115315.0,Connecticut,3626205.0
1712492,I-200-20301-889389,Certified,2020-11-03,"Software Developers, Applications",Involgixs Inc,Irving,California,105227.0,Texas,30029572.0
1712493,I-200-20301-889349,Certified,2020-11-16,"Software Developers, Applications","Royal Technocrats, Inc",Houston,California,122158.0,Texas,30029572.0
1712494,I-200-20301-889532,Certified,2020-11-03,Electrical Engineers,Automation Systems & Design,Dayton,California,90230.0,Ohio,11756058.0
1712495,I-200-20301-889010,Certified,2020-11-04,Management Analysts,International Business Machines Corporation,Seattle,California,133786.0,Washington,7785786.0
1712496,I-200-20302-889889,Certified,2020-11-05,Management Analysts,"Luxoft Usa, Inc",Nashville,California,69572.0,Tennessee,7051339.0
1712497,I-200-20301-888959,Certified,2020-11-13,Computer And Information Research Scientists,Motional Ad Inc.,Pittsburgh,California,148866.0,Pennsylvania,12972008.0
1712498,I-200-20301-889111,Certified,2020-11-25,Sociologists,New York University,New York,California,91894.0,New York,19677151.0
1712499,I-200-20302-890746,Certified,2020-11-04,"Medical Scientists, Except Epidemiologists",University Of Pittsburgh,Pittsburgh,California,125937.0,Pennsylvania,12972008.0
1712500,I-200-20302-890170,Certified,2020-11-09,"Medical Scientists, Except Epidemiologists",Columbia University,New York,California,66100.0,New York,19677151.0
1712501,I-200-20302-890697,Certified,2020-11-11,Operations Research Analysts,Nutanix Inc.,San Jose,California,145016.0,California,39029342.0
1712502,I-200-20302-890881,Certified,2020-11-20,Database Administrators,"Randstad Technologies, Llc",Concord,California,116626.0,North Carolina,10698973.0
1712503,I-200-20302-889991,Certified,2020-11-20,Biochemists And Biophysicists,Texas A&M Agrilife Research,College Station,California,53144.0,Texas,30029572.0
1712504,I-200-20302-890245,Certified,2020-11-30,"Software Developers, Applications",Appian Corporation,Mclean,California,143125.0,Virginia,8683619.0
1712505,I-200-20303-892135,Certified,2020-11-09,Computer And Information Systems Managers,"Facebook, Inc.",Menlo Park,California,210310.0,California,39029342.0
1712506,I-200-20303-891850,Certified,2020-12-01,Software Quality Assurance Engineers And Testers,Tanisha Systems Inc,Omaha,California,93496.0,Nebraska,1967923.0
1712507,I-200-20303-891293,Certified,2020-11-17,Computer Systems Engineers/Architects,"Nb Ventures, Inc",Clark,California,80954.0,New Jersey,9261699.0
1712508,I-200-20303-891292,Certified,2020-11-13,Statisticians,American Institutes For Research,Arlington,California,69950.0,Virginia,8683619.0
1712509,I-200-20303-891289,Certified,2020-11-13,Survey Researchers,American Institutes For Research,Arlington,California,82576.0,Virginia,8683619.0
1712510,I-200-20303-891947,Certified,2020-11-18,Network And Computer Systems Administrators,"Nicman Group, Llc",Irving,California,88379.0,Texas,30029572.0
1712511,I-200-20303-891490,Certified,2020-11-19,Management Analysts,Ernst & Young U.s. Llp,New Milford,California,82355.0,New Jersey,9261699.0
1712512,I-200-20303-892239,Certified,2020-11-25,Industrial Engineers,"Spirit Aerosystems, Inc.",Dallas,California,70049.0,Texas,30029572.0
1712513,I-200-20303-892223,Certified,2020-11-25,"Purchasing Agents, Except Wholesale, Retail, And Farm Products","Spirit Aerosystems, Inc.",Dallas,California,66770.0,Texas,30029572.0
1712514,I-200-20303-892224,Certified,2020-11-25,"Purchasing Agents, Except Wholesale, Retail, And Farm Products","Spirit Aerosystems, Inc.",Dallas,California,66770.0,Texas,30029572.0
1712515,I-200-20303-892242,Certified,2020-11-25,Industrial Engineers,"Spirit Aerosystems, Inc.",Dallas,California,70049.0,Texas,30029572.0
1712516,I-200-20303-891520,Certified,2020-11-29,"Software Developers, Applications",Amazon Robotics Llc,Seattle,California,167918.0,Washington,7785786.0
1712517,I-200-20303-891381,Certified,2020-12-01,"Electronics Engineers, Except Computer","Micron Technology, Inc.",San Jose,California,158735.0,California,39029342.0
1712518,I-200-20303-892075,Certified,2020-12-08,Molecular And Cellular Biologists,Food And Drug Administration,Jefferson,California,57866.0,Arkansas,3045637.0
1712519,I-200-20305-893832,Certified,2020-12-02,Computer Systems Engineers/Architects,Globallogic Inc.,Austin,California,126152.0,Texas,30029572.0
1712520,I-200-20304-893575,Certified,2020-12-01,Business Intelligence Analysts,Tanisha Systems Inc,Atlanta,California,116834.0,Georgia,10912876.0
1712521,I-200-20304-893297,Certified,2020-12-21,Computer Network Support Specialists,Edisquare Inc,Jersey City,California,100006.0,New Jersey,9261699.0
1712522,I-200-20304-892781,Certified,2020-11-10,Bioinformatics Scientists,Harvard University,Boston,California,57866.0,Massachusetts,6981974.0
1712523,I-200-20304-893498,Certified,2020-11-12,Database Administrators,"Zoom Video Communications, Inc.",San Jose,California,129937.0,California,39029342.0
1712524,I-200-20305-893814,Certified,2020-11-17,Software Quality Assurance Engineers And Testers,"Cequence Security, Inc.",Sunnyvale,California,163966.0,California,39029342.0
1712525,I-200-20304-893779,Certified,2020-11-20,Computer Systems Engineers/Architects,Lam Research Corporation,Fremont,California,100183.0,California,39029342.0
1712526,I-200-20304-893433,Certified,2020-11-20,Business Intelligence Analysts,Yale New Haven Health Services Corporation,New Providence,California,63710.0,New Jersey,9261699.0
1712527,I-200-20304-892870,Certified,2020-11-25,Industrial Engineers,"Spirit Aerosystems, Inc.",Dallas,California,70049.0,Texas,30029572.0
1712528,I-200-20305-893890,Certified,2020-12-01,Software Quality Assurance Engineers And Testers,Tanisha Systems Inc,Bellevue,California,116813.0,Washington,7785786.0
1712529,I-200-20307-895560,Certified,2020-11-18,Computer Systems Engineers/Architects,Virtusa Corporation,Pittsburgh,California,94578.0,Pennsylvania,12972008.0
1712530,I-200-20307-895426,Certified,2020-11-18,"Software Developers, Applications","Logic Loops, Llc",Atlanta,California,117603.0,Georgia,10912876.0
1712531,I-200-20307-895113,Certified,2020-12-02,Marketing Managers,"Facebook, Inc.",Menlo Park,California,154432.0,California,39029342.0
1712532,I-200-20307-895046,Certified,2020-11-10,Biological Technicians,University Of Michigan,Ann Arbor,California,36608.0,Michigan,10034113.0
1712533,I-200-20307-894573,Certified,2020-11-10,Operations Research Analysts,Zurich Alternative Asset Management,New York,California,141232.0,New York,19677151.0
1712534,I-200-20307-895041,Certified,2020-11-12,"Engineering Teachers, Postsecondary",New York University,Brooklyn,California,91919.0,New York,19677151.0
1712535,I-200-20307-895259,Certified,2020-11-17,"Health Specialties Teachers, Postsecondary",The University Of Texas At Austin,Austin,California,91770.0,Texas,30029572.0
1712536,I-200-20307-894598,Certified,2020-12-14,"Biological Scientists, All Other",Columbia University,New York,California,66100.0,New York,19677151.0
1712537,I-200-20308-897300,Certified,2020-11-16,Database Administrators,"Srivin Infosystems, Inc.",Hicksville,California,103958.0,New York,19677151.0
1712538,I-200-20308-896789,Certified,2020-11-16,"Software Developers, Applications","Facebook, Inc.",Menlo Park,California,160070.0,California,39029342.0
1712539,I-200-20308-897532,Certified,2020-11-23,"Software Developers, Applications",Eminent Software Services,Atlanta,California,117603.0,Georgia,10912876.0
1712540,I-200-20308-897164,Certified,2020-12-01,Mechanical Engineers,Tanisha Systems Inc,Bellevue,California,126942.0,Washington,7785786.0
1712541,I-200-20308-896491,Certified,2020-12-15,"Software Developers, Applications","Atlantis It Consulting Group, Llc",Princeton,California,121992.0,New Jersey,9261699.0
1712542,I-200-20308-896575,Certified,2020-12-18,"Software Developers, Applications",Polar It Services Inc,Norfolk,California,113298.0,Virginia,8683619.0
1712543,I-200-20308-896723,Certified,2020-11-10,Industrial Engineers,"Koch Separation Solutions, Inc.",Wilmington,California,83072.0,Massachusetts,6981974.0
1712544,I-200-20308-896777,Certified,2020-11-16,Sales Engineers,Contentful Inc.,San Francisco,California,125730.0,California,39029342.0
1712545,I-200-20308-896875,Certified,2020-11-23,"Software Developers, Applications",Ishift Corp,Charlotte,California,93142.0,North Carolina,10698973.0
1712546,I-200-20308-896570,Certified,2020-11-24,"Software Developers, Applications",Dfs Corporate Services Llc,Beaverton,California,107681.0,Oregon,4240137.0
1712547,I-200-20308-896616,Certified,2020-11-24,"Software Developers, Applications",Dfs Corporate Services Llc,Novi,California,116643.0,Michigan,10034113.0
1712548,I-200-20309-898927,Certified,2020-12-01,Computer Systems Engineers/Architects,Tanisha Systems Inc,Farmington,California,93579.0,Michigan,10034113.0
1712549,I-200-20309-898324,Certified,2020-12-23,"Computer Occupations, All Other",Apex Technology Group Inc.,Henrico,California,103709.0,Virginia,8683619.0
1712550,I-200-20309-898365,Certified,2020-12-23,"Computer Occupations, All Other",Apex Technology Group Inc.,Henrico,California,119579.0,Virginia,8683619.0
1712551,I-200-20309-898673,Certified,2020-11-12,"Software Developers, Applications","Saipsit, Inc.",San Diego,California,139110.0,California,39029342.0
1712552,I-200-20309-898829,Certified,2020-12-14,"Software Developers, Applications",Savantis Solutions Llc,Ridgeland,California,105872.0,Mississippi,2940057.0
1712553,I-200-20309-898525,Certified,2020-12-19,Industrial Engineers,The Veritas Healthcare Solutions Llc,Buena Vista,California,102835.0,New Jersey,9261699.0
1712554,I-200-20309-898294,Certified,2020-11-13,"Software Developers, Systems Software","Designer Brands, Inc. F/K/A Dsw, Inc.",Columbus,California,112694.0,Ohio,11756058.0
1712555,I-200-20309-898071,Certified,2020-11-17,"Software Developers, Applications","Wal-Mart Associates, Inc.",Bentonville,California,91477.0,Arkansas,3045637.0
1712556,I-200-20309-898073,Certified,2020-11-17,"Software Developers, Applications","Wal-Mart Associates, Inc.",Dallas,California,89011.0,Texas,30029572.0
1712557,I-200-20309-899322,Certified,2020-11-17,"Software Developers, Systems Software",Spellman High Voltage Electronics Corporation,Hauppauge,California,112767.0,New York,19677151.0
1712558,I-200-20309-899010,Certified,2020-11-18,Biochemists And Biophysicists,Northwestern University,Chicago,California,57034.0,Illinois,12582032.0
1712559,I-200-20310-899849,Certified,2020-11-20,Software Quality Assurance Engineers And Testers,"3qi Labs, Inc.",San Leandro,California,99437.0,California,39029342.0
1712560,I-200-20309-898458,Certified,2020-11-30,"Software Developers, Applications","Sarkit, Inc",Omaha,California,108285.0,Nebraska,1967923.0
1712561,I-200-20310-899680,Certified,2020-11-30,Bioinformatics Scientists,"Guardant Health, Inc.",Redwood City,California,131394.0,California,39029342.0
1712562,I-200-20309-897800,Certified,2020-12-02,"Software Developers, Applications","S&P Global, Inc.",Princeton,California,121992.0,New Jersey,9261699.0
1712563,I-200-20309-897783,Certified,2020-12-10,Lawyers,"Franklin International Law Group, Pc",Irvine,California,208000.0,California,39029342.0
1712564,I-200-20309-897878,Certified,2020-12-10,Computer Systems Engineers/Architects,"T-Mobile Usa, Inc.",Downers Grove,California,118066.0,Illinois,12582032.0
1712565,I-200-20309-899595,Certified,2020-12-11,Mechanical Engineers,"Rivian Automotive, Llc",Plymouth,California,114421.0,Michigan,10034113.0
1712566,I-200-20310-901557,Certified,2020-11-13,"Software Developers, Applications","Suntechpros, Inc.",Western Springs,California,117686.0,Illinois,12582032.0
1712567,I-200-20310-901527,Certified,2020-11-16,"Software Developers, Applications","Srivin Infosystems, Inc.",Hicksville,California,116251.0,New York,19677151.0
1712568,I-200-20310-900490,Certified,2020-11-18,Software Quality Assurance Engineers And Testers,Virtusa Corporation,Bloomfield,California,108659.0,Connecticut,3626205.0
1712569,I-200-20310-901542,Certified,2020-11-19,Database Administrators,Bi Labs Inc,Dayton,California,89712.0,Ohio,11756058.0
1712570,I-200-20310-900156,Certified,2020-12-09,Computer Systems Analysts,Keen Info Tek Inc,Austin,California,105726.0,Texas,30029572.0
1712571,I-200-20310-901540,Certified,2020-12-28,"Software Developers, Applications","Veritis Group, Inc.",Irving,California,127213.0,Texas,30029572.0
1712572,I-200-20310-901535,Certified,2020-12-28,"Software Developers, Applications","Veritis Group, Inc.",Irving,California,105227.0,Texas,30029572.0
1712573,I-200-20310-900373,Certified,2020-11-16,"Software Developers, Applications",Ciber Global Llc,Santa Clara,California,125800.0,California,39029342.0
1712574,I-200-20310-900191,Certified,2020-11-17,"Software Developers, Applications",Imanage Llc,Chicago,California,117686.0,Illinois,12582032.0
1712575,I-200-20310-900683,Certified,2020-11-17,"Software Developers, Applications",Safeway Inc.,Pleasanton,California,131737.0,California,39029342.0
1712576,I-200-20310-900719,Certified,2020-11-18,Computer Systems Engineers/Architects,Dell Usa Lp,Round Rock,California,116127.0,Texas,30029572.0
1712577,I-200-20310-900083,Certified,2020-11-18,"Software Developers, Applications","Spotify Usa, Inc.",Boston,California,139797.0,Massachusetts,6981974.0
1712578,I-200-20310-900200,Certified,2020-12-02,"Software Developers, Applications","Early Warning Services, Llc",Scottsdale,California,109399.0,Arizona,7359197.0
1712579,I-200-20310-900226,Certified,2020-12-02,"Software Developers, Applications","Early Warning Services, Llc",Scottsdale,California,109399.0,Arizona,7359197.0
1712580,I-200-20310-900661,Certified,2020-12-11,Mechanical Engineers,Cummins Inc.,Denver,California,71967.0,Colorado,5839926.0
1712581,I-200-20310-900392,Certified,2020-12-11,Mechanical Engineers,Cummins Inc.,Renton,California,74899.0,Washington,7785786.0
1712582,I-200-20310-900689,Certified,2020-12-11,Industrial Engineers,Cummins Filtration Inc.,Neillsville,California,68335.0,Wisconsin,5892539.0
1712583,I-200-20310-900495,Certified,2020-12-17,Mechanical Engineers,Cummins Inc.,Columbus,California,66785.0,Indiana,6833037.0
1712584,I-200-20311-903413,Certified,2020-12-01,Web Developers,Tanisha Systems Inc,Farmington,California,82451.0,Michigan,10034113.0
1712585,I-200-20311-901997,Certified,2020-12-07,Sales Managers,Citiustech Inc.,Princeton,California,125262.0,New Jersey,9261699.0
1712586,I-200-20311-903598,Certified,2020-12-08,Computer Systems Analysts,Cygtec Inc.,Reston,California,84175.0,Virginia,8683619.0
1712587,I-200-20311-902538,Certified,2020-12-14,Computer Systems Analysts,Wipro Limited,Santa Clara,California,151154.0,California,39029342.0
1712588,I-200-20311-902449,Certified,2020-12-14,Computer Programmers,Wipro Limited,Philadelphia,California,113630.0,Pennsylvania,12972008.0
1712589,I-200-20312-903879,Certified,2020-12-29,"Software Developers, Applications","Hexaware Technologies, Inc.",Duluth,California,117603.0,Georgia,10912876.0
